,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
1418,,,17h52m26.88s,-29d23m04.4s,,0.07,
1419,,,17h58m35.92s,-28d08m01.21s,,0.76,
1420,,,17h44m41.02s,-25d08m34.91s,,0.37,
1421,,,17h56m25.40s,-33d08m32.89s,,0.33,
1422,,,17h37m52.67s,-27d59m04.92s,,1.14,
1423,,,17h33m42.62s,-33d31m14.41s,,1.09,
1424,,,17h53m44.49s,-22d09m09.14s,,0.09,
1425,,,17h42m58.42s,-25d34m26.1s,,0.48,
1426,,,17h56m27.90s,-28d12m04.00s,,0.31,
1427,,,19h49m48.90s,+41d00m39.6s,,1.5,1.4
1428,89.66,2.1,19h24m54.04s,+44d55m38.6s,5520.0,0.99,1.13
1429,86.77,3.6,19h07m53.09s,+46d52m06.1s,7650.0,1.72,1.74
1430,90.97,1.29,19h24m35.54s,+40d40m09.9s,5466.0,0.99,0.9
1431,93.15,,19h24m35.54s,+40d40m09.9s,5466.0,0.99,0.9
1432,89.78,,19h53m29.72s,+40d37m06.3s,,1.02,0.97
1433,88.6,,19h53m29.72s,+40d37m06.3s,,1.02,0.97
1434,89.441,0.56,19h17m21.94s,+46d59m17.7s,5922.0,1.08,1.14
1435,,0.51,19h17m21.94s,+46d59m17.7s,5922.0,1.08,1.14
1436,89.8,,19h39m27.72s,+46d17m09.1s,5545.0,0.95,0.86
1437,89.4,,18h57m44.04s,+49d18m18.6s,6080.0,1.2,1.2
1438,89.68,,18h57m44.04s,+49d18m18.6s,6080.0,1.2,1.2
1439,89.71,,18h57m44.04s,+49d18m18.6s,6080.0,1.2,1.2
1440,89.79,,18h57m44.04s,+49d18m18.6s,6080.0,1.2,1.2
1441,89.77,,18h57m44.04s,+49d18m18.6s,6080.0,1.2,1.2
1442,89.8,,18h57m44.04s,+49d18m18.6s,6080.0,1.2,1.2
1443,89.6,,18h57m44.04s,+49d18m18.6s,6080.0,1.2,1.2
1444,89.892,2.46,19h33m07.58s,+45d18m34.8s,5830.0,1.01,0.96
1445,65.0,,19h45m25.47s,+41d05m33.9s,27730.0,0.5,0.2
1446,65.0,,19h45m25.47s,+41d05m33.9s,27730.0,0.5,0.2
1447,89.3,10.1,19h49m19.93s,+41d53m28.0s,6182.0,1.28,1.52
1448,88.36,0.91,19h49m19.93s,+41d53m28.0s,6182.0,1.28,1.52
1449,89.871,0.363,19h49m19.93s,+41d53m28.0s,6182.0,1.28,1.52
1450,89.76,0.6,19h49m19.93s,+41d53m28.0s,6182.0,1.28,1.52
1451,83.2,1.31,11h00m40.18s,+64d57m50.5s,5165.0,0.89,0.91
1452,,,05h11m40.58s,-45d01m06.3s,3550.0,0.28,0.29
1453,85.1,8.0,19h02m43.05s,+50d14m28.7s,5708.0,0.91,1.06
1454,,3.14,19h02m43.05s,+50d14m28.7s,5708.0,0.91,1.06
1455,,14.25,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49
1456,,,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49
1457,,,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49
1458,,,19h06m44.53s,+47d05m53.6s,6453.0,1.4,1.51
1459,,,19h05m05.73s,+48d37m07.3s,5491.0,0.9,0.88
1460,,,19h05m05.73s,+48d37m07.3s,5491.0,0.9,0.88
1461,,,19h32m19.08s,+43d04m25.4s,6144.0,1.22,1.57
1462,,,19h28m04.91s,+44d52m34.4s,6109.0,1.11,1.17
1463,,,19h49m26.23s,+49d47m51.2s,4972.0,1.11,3.39
1464,,,19h05m08.64s,+43d19m13.7s,5782.0,1.0,1.06
1465,,,19h43m00.99s,+42d32m14.9s,5328.0,0.78,0.74
1466,,,19h43m37.57s,+45d48m32.8s,4587.0,0.73,0.7
1467,,,19h46m11.41s,+44d56m31.0s,5066.0,0.81,0.78
1468,,,18h51m26.38s,+42d39m56.8s,4027.0,0.59,0.57
1469,85.82,1.45,18h53m01.32s,+48d21m18.8s,5667.0,1.17,1.56
1470,84.6,10.5,18h53m01.32s,+48d21m18.8s,5667.0,1.17,1.56
1471,,,19h16m46.23s,+44d08m57.6s,5253.0,0.86,0.82
1472,,,19h49m36.37s,+46d49m26.4s,5416.0,0.91,0.88
1473,,,19h17m11.10s,+46d27m28.6s,5556.0,0.95,0.91
1474,,,19h20m59.54s,+44d26m06.9s,4954.0,0.81,0.76
1475,,,19h00m29.29s,+44d06m38.2s,5388.0,0.88,0.84
1476,,,19h31m01.76s,+43d25m36.9s,6769.0,1.49,1.81
1477,,,19h38m27.27s,+45d59m04.6s,5821.0,0.99,1.0
1478,,,19h38m27.27s,+45d59m04.6s,5821.0,0.99,1.0
1479,,,18h53m52.65s,+40d07m57.4s,5473.0,0.93,0.87
1480,,,18h54m23.21s,+45d24m28.4s,5518.0,0.91,0.88
1481,,,18h54m52.21s,+47d12m16.0s,4433.0,0.7,0.67
1482,,,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1483,,,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1484,,13.27,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1485,,4.68,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1486,,,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1487,,,19h30m41.41s,+46d22m38.7s,5227.0,0.87,0.8
1488,,,19h40m49.18s,+42d33m34.9s,5431.0,0.89,0.86
1489,,,19h17m24.48s,+46d58m25.4s,4445.0,0.71,0.68
1490,,,19h16m07.14s,+49d46m10.9s,5494.0,0.93,0.89
1491,,,19h27m48.24s,+38d15m06.1s,5143.0,0.81,0.78
1492,,,18h58m02.45s,+43d57m42.0s,6089.0,1.09,1.13
1493,,,18h54m25.26s,+39d59m52.7s,4948.0,0.79,0.75
1494,,,19h10m17.08s,+42d48m50.1s,5436.0,0.91,0.82
1495,,,19h18m22.34s,+49d46m52.2s,5522.0,0.9,0.87
1496,,,19h28m31.91s,+41d32m51.1s,5030.0,0.82,0.77
1497,,1.38,19h15m56.29s,+40d03m52.3s,5845.0,1.09,1.44
1498,,1.47,19h15m56.29s,+40d03m52.3s,5845.0,1.09,1.44
1499,,,19h34m43.66s,+45d49m03.2s,4983.0,0.8,0.76
1500,,,19h44m21.54s,+48d57m19.4s,6011.0,1.09,1.12
1501,,,19h19m43.41s,+40d05m51.9s,4647.0,0.77,0.71
1502,,,18h55m22.83s,+44d36m32.7s,5547.0,0.94,0.92
1503,,,19h04m27.69s,+37d58m01.2s,5198.0,0.83,0.8
1504,,,19h16m10.13s,+42d52m57.0s,5763.0,0.98,0.97
1505,,,19h40m43.59s,+49d56m44.8s,5533.0,0.95,0.89
1506,,,19h45m21.85s,+47d10m15.1s,5105.0,0.82,0.78
1507,,,19h55m53.32s,+44d07m56.6s,5335.0,0.87,0.83
1508,,,19h53m18.38s,+45d18m55.9s,4870.0,0.79,0.74
1509,,,19h10m25.11s,+42d10m00.4s,5711.0,,1.35
1510,,,19h10m25.11s,+42d10m00.4s,5711.0,,1.35
1511,,,19h10m25.11s,+42d10m00.4s,5711.0,,1.35
1512,,,18h52m27.31s,+48d07m53.0s,5694.0,0.98,0.96
1513,,,19h35m31.62s,+49d40m59.4s,5957.0,1.06,1.08
1514,,,19h14m40.54s,+39d49m26.4s,4815.0,0.75,0.72
1515,,,18h46m39.12s,+47d34m06.9s,5629.0,0.92,0.9
1516,,,19h32m34.67s,+46d39m58.5s,5985.0,1.08,1.11
1517,,,18h56m43.99s,+45d04m26.8s,5301.0,0.86,0.82
1518,,,19h47m01.38s,+46d59m53.8s,5913.0,1.04,1.04
1519,,,19h14m35.10s,+50d47m20.3s,5754.0,1.08,1.13
1520,,,19h14m35.10s,+50d47m20.3s,5754.0,1.08,1.13
1521,,,18h47m35.60s,+42d09m56.8s,4651.0,0.75,0.7
1522,,,19h09m23.22s,+47d46m22.6s,3864.0,0.51,0.49
1523,85.94,,19h11m32.96s,+46d16m34.5s,5827.0,0.96,0.89
1524,,11.2,19h11m32.96s,+46d16m34.5s,5827.0,0.96,0.89
1525,,,18h51m42.00s,+48d37m35.0s,6010.0,1.09,1.13
1526,,,18h51m42.00s,+48d37m35.0s,6010.0,1.09,1.13
1527,,,19h40m37.95s,+40d53m55.9s,6675.0,1.43,1.73
1528,,,19h41m22.26s,+46d36m08.2s,5888.0,1.03,1.03
1529,,,19h25m40.47s,+39d07m38.7s,4529.0,0.74,0.69
1530,,,19h22m24.28s,+44d33m23.0s,6209.0,1.22,1.34
1531,,,19h21m56.83s,+44d55m57.4s,5723.0,0.98,0.94
1532,,,19h58m06.24s,+46d53m57.3s,6127.0,1.12,1.2
1533,,,19h49m48.52s,+41d33m29.2s,5987.0,1.07,1.1
1534,,,19h38m22.99s,+45d52m30.1s,4644.0,0.73,0.69
1535,,,19h16m52.85s,+41d42m23.3s,4906.0,0.75,0.72
1536,,,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04
1537,,3.28,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04
1538,,,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04
1539,,3.1,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04
1540,,,19h04m06.05s,+39d37m51.3s,5797.0,0.99,0.99
1541,,,19h44m55.20s,+50d16m30.8s,6067.0,1.09,1.07
1542,,,18h55m35.86s,+41d13m17.8s,4597.0,0.75,0.7
1543,,,19h22m06.42s,+38d08m34.7s,5945.0,1.09,1.14
1544,,,19h26m57.99s,+37d41m20.2s,5153.0,0.85,0.79
1545,,,19h38m02.70s,+38d47m25.8s,5635.0,0.94,0.93
1546,,,19h38m02.70s,+38d47m25.8s,5635.0,0.94,0.93
1547,,,19h55m27.98s,+46d30m08.1s,5762.0,0.98,0.98
1548,,,19h01m32.98s,+45d02m56.6s,5592.0,0.95,0.93
1549,,,19h38m35.56s,+46d23m32.5s,5806.0,1.01,1.01
1550,,,19h23m55.04s,+47d59m20.4s,5722.0,0.99,0.98
1551,89.05,5.3,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45
1552,89.49,12.65,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45
1553,87.55,33.1,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45
1554,89.67,2.0,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45
1555,,,19h32m46.89s,+49d18m59.4s,6261.0,1.21,1.32
1556,,,19h32m13.92s,+45d14m55.7s,5215.0,0.86,0.81
1557,,,19h28m10.65s,+46d19m44.5s,6199.0,1.2,1.32
1558,,,19h36m36.65s,+38d13m59.0s,5792.0,1.0,1.0
1559,,,19h36m36.65s,+38d13m59.0s,5792.0,1.0,1.0
1560,,,18h57m54.37s,+46d15m09.3s,4002.0,0.6,0.57
1561,,,19h10m00.28s,+47d28m09.4s,3959.0,0.56,0.54
1562,,,19h10m21.62s,+51d03m38.1s,4868.0,0.79,0.74
1563,,,19h24m08.07s,+42d16m04.3s,5816.0,1.02,1.02
1564,,,19h32m48.14s,+43d03m00.1s,5612.0,0.94,0.92
1565,,,19h58m11.88s,+45d46m11.1s,5758.0,1.08,1.36
1566,,,19h38m14.20s,+46d03m44.4s,5854.0,,2.19
1567,,,19h38m14.20s,+46d03m44.4s,5854.0,,2.19
1568,,,19h45m51.49s,+49d10m58.5s,5956.0,1.1,1.16
1569,,,19h17m46.68s,+41d19m03.9s,5345.0,0.88,0.84
1570,,,19h17m26.08s,+50d35m54.5s,5923.0,1.03,1.14
1571,,,18h52m38.87s,+45d11m53.9s,5049.0,0.81,0.77
1572,,,19h20m24.47s,+48d15m04.1s,6113.0,1.12,1.28
1573,,,19h09m54.64s,+46d08m28.3s,6000.0,1.11,1.14
1574,,,19h09m54.64s,+46d08m28.3s,6000.0,1.11,1.14
1575,,,19h41m00.28s,+45d50m34.7s,4350.0,0.7,0.66
1576,,,19h41m00.28s,+45d50m34.7s,4350.0,0.7,0.66
1577,,,19h39m54.92s,+46d00m20.4s,5589.0,0.96,0.94
1578,,,18h46m14.75s,+42d27m01.8s,5975.0,1.08,1.08
1579,,,19h24m22.26s,+49d11m24.2s,3753.0,0.52,0.49
1580,,,19h21m34.25s,+40d17m05.5s,5952.0,1.04,1.32
1581,,,19h21m34.25s,+40d17m05.5s,5952.0,1.04,1.32
1582,,,19h42m39.09s,+44d31m33.0s,5321.0,0.86,0.82
1583,,,19h59m08.51s,+43d40m14.7s,5851.0,1.01,1.03
1584,,,19h50m53.55s,+47d06m45.6s,5862.0,0.99,1.0
1585,,,18h59m54.72s,+41d25m12.6s,6166.0,1.13,1.2
1586,,,18h59m54.72s,+41d25m12.6s,6166.0,1.13,1.2
1587,,,19h29m12.30s,+38d16m01.3s,6112.0,1.14,1.21
1588,,,19h33m02.99s,+41d21m54.4s,5658.0,0.94,0.92
1589,,,19h38m50.25s,+45d58m10.2s,4306.0,0.66,0.63
1590,,,18h46m22.60s,+42d35m47.1s,5211.0,0.82,0.79
1591,,,19h42m00.65s,+43d13m58.1s,5794.0,0.99,0.99
1592,,,19h14m59.99s,+48d16m37.8s,5837.0,1.01,1.0
1593,89.64,1.72,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1594,89.59,0.66,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1595,89.67,1.28,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1596,88.89,0.58,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1597,89.47,0.69,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1598,89.87,4.0,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1599,,,19h31m42.99s,+48d36m10.1s,5960.0,,1.15
1600,,,19h31m42.99s,+48d36m10.1s,5960.0,,1.15
1601,,,19h27m29.13s,+44d05m14.6s,6247.0,1.21,1.34
1602,,,19h38m16.65s,+45d40m16.5s,5614.0,0.94,0.91
1603,,,18h45m17.42s,+48d03m59.4s,5724.0,0.96,0.94
1604,,,19h09m31.70s,+49d27m08.6s,6092.0,1.11,1.15
1605,,,19h37m52.45s,+49d19m51.7s,6417.0,1.3,1.41
1606,,,18h44m26.82s,+42d27m17.8s,4299.0,0.71,0.68
1607,,,19h24m34.85s,+44d03m45.2s,6104.0,1.11,1.17
1608,,,19h24m11.98s,+39d08m30.0s,5268.0,0.86,0.82
1609,,,19h44m10.16s,+45d59m06.5s,5406.0,0.88,0.84
1610,,,19h26m35.10s,+39d23m47.8s,5893.0,1.05,1.06
1611,,,19h26m36.76s,+44d41m17.8s,5952.0,,1.16
1612,,,19h26m36.76s,+44d41m17.8s,5952.0,,1.16
1613,,,19h27m13.93s,+38d37m21.7s,4781.0,0.73,0.7
1614,,,19h41m51.21s,+45d48m45.9s,6077.0,1.1,1.15
1615,,,19h47m52.52s,+47d45m05.4s,6496.0,1.34,1.54
1616,,,19h17m37.61s,+39d20m19.8s,5931.0,1.12,1.17
1617,,,19h56m56.86s,+45d50m04.9s,5374.0,0.87,0.83
1618,,,19h39m58.03s,+40d08m39.9s,8480.0,1.6,1.73
1619,,,19h27m44.08s,+44d06m55.8s,5641.0,0.95,0.93
1620,,,19h28m20.35s,+49d14m14.9s,5612.0,0.95,0.93
1621,,,19h59m51.76s,+44d09m39.2s,5688.0,0.96,0.97
1622,,,19h48m04.59s,+44d19m39.1s,6083.0,1.11,1.17
1623,,,19h47m55.44s,+43d12m35.1s,5544.0,,0.84
1624,,,19h47m55.44s,+43d12m35.1s,5544.0,,0.84
1625,,,19h23m39.48s,+42d17m11.7s,4904.0,0.78,0.74
1626,,,19h51m08.79s,+47d53m10.1s,6231.0,1.29,1.59
1627,,,19h13m07.33s,+46d20m27.3s,5544.0,0.92,0.89
1628,,,19h38m04.24s,+50d40m13.4s,5500.0,0.93,0.9
1629,,,19h06m22.63s,+37d53m28.6s,3658.0,0.35,0.34
1630,,,19h41m55.49s,+40d43m55.1s,5683.0,0.95,0.94
1631,,,19h02m46.08s,+45d41m21.8s,5798.0,0.92,0.93
1632,,,19h32m52.17s,+42d43m14.5s,5664.0,0.97,0.95
1633,,,19h32m15.20s,+39d24m12.4s,5543.0,0.94,0.91
1634,,,19h26m25.08s,+41d18m33.7s,5831.0,1.0,1.0
1635,,,19h26m25.08s,+41d18m33.7s,5831.0,1.0,1.0
1636,,10.73,19h11m59.49s,+50d56m39.6s,4725.0,0.75,0.69
1637,,,19h11m59.49s,+50d56m39.6s,4725.0,0.75,0.69
1638,,,19h00m49.80s,+45d23m03.7s,5403.0,0.9,0.81
1639,,,19h42m36.36s,+49d15m40.7s,5851.0,1.03,1.04
1640,,,19h05m28.19s,+48d25m26.2s,5298.0,0.87,0.83
1641,,,19h33m17.38s,+42d52m02.9s,5569.0,0.93,0.9
1642,,,19h42m16.32s,+42d28m41.8s,5281.0,0.84,0.81
1643,,,19h04m00.71s,+44d45m23.7s,5656.0,0.96,0.94
1644,,,18h56m25.87s,+44d14m44.9s,4512.0,0.72,0.68
1645,,,19h08m31.27s,+48d39m55.3s,6807.0,1.5,1.84
1646,,,19h03m35.82s,+48d18m26.3s,5582.0,0.95,0.92
1647,,,19h11m46.95s,+39d13m50.0s,5550.0,0.94,0.91
1648,,,19h36m29.14s,+48d20m58.3s,4605.0,,0.67
1649,,,19h36m29.14s,+48d20m58.3s,4605.0,,0.67
1650,,,19h36m29.14s,+48d20m58.3s,4605.0,,0.67
1651,,,18h46m46.56s,+46d56m47.2s,4850.0,0.76,0.73
1652,,,19h22m10.47s,+47d43m33.2s,5791.0,1.01,1.07
1653,,,19h30m51.46s,+44d04m56.4s,5685.0,0.97,0.96
1654,,,19h09m12.68s,+39d17m22.9s,5053.0,0.81,0.77
1655,,,19h09m12.68s,+39d17m22.9s,5053.0,0.81,0.77
1656,,,19h20m10.39s,+47d15m28.7s,5753.0,0.98,0.96
1657,,,19h41m13.96s,+43d02m39.9s,5064.0,0.79,0.75
1658,,,19h06m51.99s,+47d25m32.3s,4692.0,0.74,0.7
1659,,,19h30m11.41s,+41d38m34.6s,5941.0,1.09,1.14
1660,,,19h23m48.85s,+45d43m10.3s,5054.0,0.81,0.77
1661,,,19h36m45.42s,+45d09m05.7s,5833.0,1.02,1.01
1662,,,19h50m50.84s,+45d15m42.9s,5979.0,,1.21
1663,,,19h50m50.84s,+45d15m42.9s,5979.0,,1.21
1664,,,19h46m53.88s,+49d31m57.8s,4754.0,0.76,0.72
1665,,,19h28m59.47s,+47d52m42.4s,5470.0,0.88,0.85
1666,,,19h21m44.17s,+44d06m27.5s,3964.0,0.55,0.53
1667,,,19h16m35.33s,+45d51m58.2s,5470.0,0.91,0.88
1668,,,19h49m54.51s,+39d52m38.1s,6327.0,1.26,1.43
1669,,,19h49m54.51s,+39d52m38.1s,6327.0,1.26,1.43
1670,,,19h15m16.94s,+39d31m22.2s,5842.0,1.03,1.03
1671,,,19h15m41.77s,+46d03m27.5s,5778.0,1.0,1.0
1672,,,18h52m29.05s,+43d31m32.3s,4679.0,0.76,0.71
1673,,,19h28m56.15s,+41d34m30.8s,6203.0,1.41,1.95
1674,,,19h37m03.92s,+45d12m15.5s,6217.0,1.19,1.28
1675,,,19h38m58.10s,+43d32m12.6s,6142.0,,1.45
1676,,,19h38m58.10s,+43d32m12.6s,6142.0,,1.45
1677,,,19h11m31.05s,+43d21m50.7s,5519.0,0.92,0.89
1678,,,19h56m18.50s,+45d26m26.3s,4253.0,0.59,0.57
1679,,,18h53m10.11s,+45d26m02.8s,5390.0,0.89,0.84
1680,,,19h20m56.60s,+50d01m48.3s,6302.0,1.22,1.35
1681,,,19h10m07.11s,+38d53m40.2s,5183.0,0.85,0.79
1682,,,19h07m53.10s,+44d42m29.9s,6080.0,1.13,1.18
1683,,,19h21m23.64s,+50d54m10.3s,5446.0,0.9,0.86
1684,,,19h53m12.65s,+47d41m38.5s,4971.0,0.79,0.75
1685,,,19h09m11.45s,+47d27m19.6s,5157.0,0.87,0.82
1686,,,19h39m38.78s,+46d29m29.3s,6191.0,1.24,1.23
1687,88.74,0.3,19h15m10.33s,+48d02m24.8s,6150.0,1.13,1.61
1688,89.64,1.74,19h15m10.33s,+48d02m24.8s,6150.0,1.13,1.61
1689,,,19h28m40.46s,+43d46m46.8s,5069.0,0.8,0.76
1690,,,19h39m50.14s,+38d35m29.7s,7044.0,1.58,1.95
1691,,,19h21m53.88s,+37d45m59.8s,5558.0,0.92,0.89
1692,,,19h32m31.46s,+45d39m48.8s,5252.0,0.86,0.82
1693,,,18h47m19.55s,+42d17m56.1s,5936.0,1.04,1.04
1694,,,19h16m34.25s,+46d48m46.4s,5453.0,0.9,0.86
1695,,,19h51m40.73s,+45d16m27.0s,5844.0,1.01,1.02
1696,,,19h06m41.14s,+49d24m22.6s,5712.0,0.98,0.97
1697,,,19h13m49.45s,+45d48m07.6s,4990.0,0.8,0.75
1698,,,18h56m23.43s,+47d48m38.3s,5212.0,0.84,0.81
1699,,,19h56m51.16s,+41d25m29.4s,5274.0,,1.09
1700,,,19h56m51.16s,+41d25m29.4s,5274.0,,1.09
1701,,,19h43m33.00s,+43d09m21.8s,6077.0,1.09,1.14
1702,,,19h18m59.36s,+39d31m24.5s,6176.0,1.17,1.3
1703,,,19h45m13.91s,+43d49m16.9s,5924.0,1.04,1.05
1704,,,19h28m55.78s,+38d53m32.0s,5765.0,1.0,0.99
1705,,,19h25m07.69s,+46d57m57.6s,5983.0,1.05,1.07
1706,,,19h08m57.88s,+39d19m57.9s,5622.0,0.96,0.87
1707,,,19h13m55.11s,+47d06m06.4s,5635.0,0.95,0.93
1708,,,19h07m34.08s,+38d19m06.8s,5975.0,1.06,1.09
1709,,,18h52m24.92s,+43d08m53.0s,5913.0,1.04,1.06
1710,,,19h53m42.32s,+47d56m48.4s,6012.0,1.11,1.16
1711,,,19h43m47.14s,+42d39m32.1s,5595.0,,0.84
1712,,,19h43m47.14s,+42d39m32.1s,5595.0,,0.84
1713,,,18h59m59.91s,+49d28m47.9s,4730.0,0.76,0.72
1714,,,19h26m37.87s,+48d00m33.5s,5308.0,0.85,0.81
1715,,,18h48m33.74s,+43d53m47.7s,5438.0,0.86,0.83
1716,,,19h12m34.74s,+51d16m32.3s,5908.0,1.08,1.21
1717,,,19h26m47.89s,+38d08m43.0s,5590.0,0.94,0.92
1718,,,18h57m24.26s,+40d51m10.7s,4965.0,0.74,0.71
1719,,,19h29m28.69s,+43d54m38.9s,5756.0,0.98,0.97
1720,,,19h26m40.63s,+42d35m26.6s,4708.0,0.78,0.72
1721,,,19h15m20.16s,+44d50m17.7s,5517.0,0.93,0.9
1722,,,19h34m54.21s,+47d14m49.4s,5889.0,0.94,1.17
1723,88.796,0.11,19h04m58.42s,+50d02m25.4s,5947.0,1.17,1.48
1724,,,19h11m33.99s,+39d20m20.8s,4096.0,,0.53
1725,,,19h11m33.99s,+39d20m20.8s,4096.0,,0.53
1726,,,19h46m24.83s,+44d07m45.3s,4612.0,0.74,0.7
1727,,,19h38m27.56s,+40d49m59.4s,6177.0,1.15,1.24
1728,,,19h29m09.75s,+44d39m11.7s,5834.0,1.03,1.04
1729,,,19h31m05.61s,+44d10m41.3s,4105.0,0.64,0.61
1730,,,19h17m45.96s,+42d29m53.3s,5825.0,1.03,1.03
1731,,,19h21m07.13s,+41d30m54.2s,5226.0,0.84,0.81
1732,,,19h43m45.22s,+49d47m28.1s,4877.0,0.8,0.75
1733,,,19h40m15.42s,+49d21m32.4s,5909.0,1.06,1.06
1734,,,19h27m31.50s,+44d33m20.6s,5001.0,0.8,0.76
1735,,,19h10m20.37s,+49d09m17.3s,6210.0,1.23,1.38
1736,,,19h04m38.90s,+39d40m40.8s,5311.0,,0.7
1737,,,19h04m38.90s,+39d40m40.8s,5311.0,,0.7
1738,,,19h31m19.71s,+48d13m09.7s,5568.0,0.94,0.92
1739,,,19h02m52.99s,+40d51m25.1s,5705.0,0.96,0.94
1740,,,19h47m24.82s,+50d02m14.5s,6051.0,1.1,1.15
1741,,,19h17m56.60s,+50d56m39.0s,6050.0,1.14,1.21
1742,,,19h00m34.23s,+49d48m02.4s,5130.0,0.85,0.8
1743,,,19h49m51.27s,+48d10m53.1s,5616.0,0.95,0.93
1744,,,19h09m37.28s,+45d55m04.8s,5743.0,0.99,0.98
1745,,,19h16m44.80s,+50d56m15.2s,5905.0,1.06,1.08
1746,,,19h26m18.96s,+44d31m54.2s,5986.0,1.06,1.1
1747,,,19h48m51.79s,+47d22m42.7s,5944.0,1.25,1.94
1748,,,19h24m26.85s,+39d56m56.8s,6050.0,,1.22
1749,,,19h24m26.85s,+39d56m56.8s,6050.0,,1.22
1750,,,19h24m26.85s,+39d56m56.8s,6050.0,,1.22
1751,,,19h24m26.85s,+39d56m56.8s,6050.0,,1.22
1752,,,19h24m26.85s,+39d56m56.8s,6050.0,,1.22
1753,,,19h48m16.89s,+42d58m39.9s,5842.0,1.0,0.99
1754,,,19h03m17.36s,+45d42m42.8s,5194.0,0.87,0.82
1755,,,19h39m33.52s,+49d22m47.2s,5239.0,0.84,0.8
1756,,,19h01m10.98s,+44d33m09.9s,4870.0,0.8,0.75
1757,,,19h06m30.18s,+37d32m14.3s,6155.0,1.18,1.22
1758,,,19h22m31.99s,+40d08m13.2s,6140.0,1.13,1.19
1759,,,19h45m30.46s,+50d37m17.3s,5923.0,1.02,1.02
1760,,,19h08m15.93s,+41d52m29.7s,5747.0,0.97,0.95
1761,,,19h46m12.74s,+46d57m58.6s,5063.0,0.78,0.74
1762,,,19h49m56.81s,+46d59m48.2s,3784.0,0.54,0.51
1763,,,19h47m59.67s,+42d46m55.0s,6089.0,,1.26
1764,,,19h47m59.67s,+42d46m55.0s,6089.0,,1.26
1765,,,18h53m03.48s,+41d42m41.2s,5961.0,1.06,1.08
1766,,,19h14m21.21s,+42d36m20.4s,5778.0,1.01,1.0
1767,,,19h46m12.01s,+49d06m08.4s,5471.0,0.92,0.89
1768,,,19h49m30.02s,+46d39m44.0s,6198.0,1.16,1.25
1769,,,19h10m05.29s,+51d22m33.1s,4967.0,0.8,0.76
1770,,,18h59m36.72s,+43d57m14.3s,5541.0,0.93,0.9
1771,,,19h42m29.93s,+42d32m45.2s,5337.0,0.86,0.82
1772,,,19h42m31.02s,+44d41m26.2s,5472.0,0.94,0.9
1773,,,19h51m37.39s,+40d09m46.3s,6386.0,1.3,1.48
1774,,,19h32m30.57s,+42d19m12.4s,6564.0,1.4,1.57
1775,,,19h07m00.67s,+49d03m53.7s,4984.0,,0.64
1776,,,19h07m00.67s,+49d03m53.7s,4984.0,,0.64
1777,,,19h07m00.67s,+49d03m53.7s,4984.0,,0.64
1778,,,18h51m59.93s,+40d33m26.8s,5682.0,0.98,0.96
1779,,,19h38m18.30s,+38d27m25.1s,5261.0,0.84,0.8
1780,,,18h58m25.49s,+41d11m47.0s,4895.0,0.77,0.74
1781,,,19h36m02.27s,+42d52m50.8s,5667.0,0.96,0.94
1782,,,18h49m12.29s,+46d30m58.3s,6680.0,1.46,1.77
1783,,,19h22m58.64s,+43d15m38.8s,5306.0,0.86,0.83
1784,,,19h22m58.64s,+43d15m38.8s,5306.0,0.86,0.83
1785,,,19h10m37.78s,+48d58m55.8s,4611.0,0.73,0.69
1786,,,19h38m08.05s,+46d37m05.8s,5303.0,0.86,0.82
1787,,,19h12m14.24s,+51d21m16.0s,6149.0,1.21,1.21
1788,,,19h47m34.77s,+44d22m18.4s,6202.0,1.19,1.28
1789,,,19h53m01.95s,+47d36m17.8s,3810.0,,0.51
1790,,,19h53m01.95s,+47d36m17.8s,3810.0,,0.51
1791,,,19h11m10.53s,+45d58m48.9s,5717.0,0.99,0.98
1792,,,19h28m27.64s,+49d15m23.1s,5545.0,0.92,0.89
1793,,,19h55m48.08s,+46d41m34.1s,5949.0,1.06,1.09
